,user,Gender,Age,Income,Kmean cluster,Ad,Ad category,Ad type,Cat_rating,Feedback,OCEAN cluster
30472,U0113,M,23,2,3,Cat17_14,17,Rich Media,3,Neg,3
30592,U0113,M,23,2,3,Cat17_15,17,Rich Media,1,Neg,3
30712,U0113,M,23,2,3,Cat18_1,18,Text,1,Neg,3
30832,U0113,M,23,2,3,Cat18_2,18,Text,1,Neg,3
30952,U0113,M,23,2,3,Cat18_3,18,Text,1,Neg,3
31072,U0113,M,23,2,3,Cat18_4,18,Text,1,Neg,3
31192,U0113,M,23,2,3,Cat18_5,18,Text,1,Neg,3
31312,U0113,M,23,2,3,Cat18_6,18,Image,1,Neg,3
31432,U0113,M,23,2,3,Cat18_7,18,Image,2,Neg,3
31552,U0113,M,23,2,3,Cat18_8,18,Image,4,Pos,3
31672,U0113,M,23,2,3,Cat18_9,18,Image,1,Neg,3
31792,U0113,M,23,2,3,Cat18_10,18,Image,3,Neg,3
31912,U0113,M,23,2,3,Cat18_11,18,Rich Media,2,Neg,3
32032,U0113,M,23,2,3,Cat18_12,18,Rich Media,4,Pos,3
32152,U0113,M,23,2,3,Cat18_13,18,Rich Media,1,Neg,3
32272,U0113,M,23,2,3,Cat18_14,18,Rich Media,3,Neg,3
32392,U0113,M,23,2,3,Cat18_15,18,Rich Media,1,Neg,3
32512,U0113,M,23,2,3,Cat19_1,19,Text,1,Neg,3
32632,U0113,M,23,2,3,Cat19_2,19,Text,1,Neg,3
32752,U0113,M,23,2,3,Cat19_3,19,Text,2,Neg,3
32872,U0113,M,23,2,3,Cat19_4,19,Text,1,Neg,3
32992,U0113,M,23,2,3,Cat19_5,19,Text,2,Neg,3
33112,U0113,M,23,2,3,Cat19_6,19,Image,1,Neg,3
33232,U0113,M,23,2,3,Cat19_7,19,Image,1,Neg,3
33352,U0113,M,23,2,3,Cat19_8,19,Image,1,Neg,3
33472,U0113,M,23,2,3,Cat19_9,19,Image,3,Neg,3
33592,U0113,M,23,2,3,Cat19_10,19,Image,2,Neg,3
33712,U0113,M,23,2,3,Cat19_11,19,Rich Media,1,Neg,3
33832,U0113,M,23,2,3,Cat19_12,19,Rich Media,1,Neg,3
33952,U0113,M,23,2,3,Cat19_13,19,Rich Media,3,Neg,3
34072,U0113,M,23,2,3,Cat19_14,19,Rich Media,1,Neg,3
34192,U0113,M,23,2,3,Cat19_15,19,Rich Media,3,Neg,3
34312,U0113,M,23,2,3,Cat20_1,20,Text,1,Neg,3
34432,U0113,M,23,2,3,Cat20_2,20,Text,2,Neg,3
34552,U0113,M,23,2,3,Cat20_3,20,Text,1,Neg,3
34672,U0113,M,23,2,3,Cat20_4,20,Text,1,Neg,3
34792,U0113,M,23,2,3,Cat20_5,20,Text,2,Neg,3
34912,U0113,M,23,2,3,Cat20_6,20,Image,1,Neg,3
35032,U0113,M,23,2,3,Cat20_7,20,Image,1,Neg,3
35152,U0113,M,23,2,3,Cat20_8,20,Image,1,Neg,3
35272,U0113,M,23,2,3,Cat20_9,20,Image,1,Neg,3
35392,U0113,M,23,2,3,Cat20_10,20,Image,1,Neg,3
35512,U0113,M,23,2,3,Cat20_11,20,Rich Media,2,Neg,3
35632,U0113,M,23,2,3,Cat20_12,20,Rich Media,2,Neg,3
35752,U0113,M,23,2,3,Cat20_13,20,Rich Media,1,Neg,3
35872,U0113,M,23,2,3,Cat20_14,20,Rich Media,5,Pos,3
35992,U0113,M,23,2,3,Cat20_15,20,Rich Media,1,Neg,3
113,U0114,F,39,1,2,Cat1_1,1,Text,3,Neg,2
233,U0114,F,39,1,2,Cat1_2,1,Text,5,Pos,2
353,U0114,F,39,1,2,Cat1_3,1,Text,2,Neg,2
473,U0114,F,39,1,2,Cat1_4,1,Text,2,Neg,2
593,U0114,F,39,1,2,Cat1_5,1,Text,3,Neg,2
713,U0114,F,39,1,2,Cat1_6,1,Image,1,Neg,2
833,U0114,F,39,1,2,Cat1_7,1,Image,4,Pos,2
953,U0114,F,39,1,2,Cat1_8,1,Image,2,Neg,2
1073,U0114,F,39,1,2,Cat1_9,1,Image,2,Neg,2
1193,U0114,F,39,1,2,Cat1_10,1,Image,5,Pos,2
1313,U0114,F,39,1,2,Cat1_11,1,Rich Media,1,Neg,2
1433,U0114,F,39,1,2,Cat1_12,1,Rich Media,1,Neg,2
1553,U0114,F,39,1,2,Cat1_13,1,Rich Media,1,Neg,2
1673,U0114,F,39,1,2,Cat1_14,1,Rich Media,4,Pos,2
1793,U0114,F,39,1,2,Cat1_15,1,Rich Media,3,Neg,2
1913,U0114,F,39,1,2,Cat2_1,2,Text,2,Neg,2
2033,U0114,F,39,1,2,Cat2_2,2,Text,1,Neg,2
2153,U0114,F,39,1,2,Cat2_3,2,Text,3,Neg,2
2273,U0114,F,39,1,2,Cat2_4,2,Text,3,Neg,2
2393,U0114,F,39,1,2,Cat2_5,2,Text,2,Neg,2
2513,U0114,F,39,1,2,Cat2_6,2,Image,4,Pos,2
2633,U0114,F,39,1,2,Cat2_7,2,Image,1,Neg,2
2753,U0114,F,39,1,2,Cat2_8,2,Image,3,Neg,2
2873,U0114,F,39,1,2,Cat2_9,2,Image,1,Neg,2
2993,U0114,F,39,1,2,Cat2_10,2,Image,1,Neg,2
3113,U0114,F,39,1,2,Cat2_11,2,Rich Media,1,Neg,2
3233,U0114,F,39,1,2,Cat2_12,2,Rich Media,1,Neg,2
3353,U0114,F,39,1,2,Cat2_13,2,Rich Media,1,Neg,2
3473,U0114,F,39,1,2,Cat2_14,2,Rich Media,1,Neg,2
3593,U0114,F,39,1,2,Cat2_15,2,Rich Media,1,Neg,2
3713,U0114,F,39,1,2,Cat3_1,3,Text,1,Neg,2
3833,U0114,F,39,1,2,Cat3_2,3,Text,1,Neg,2
3953,U0114,F,39,1,2,Cat3_3,3,Text,1,Neg,2
4073,U0114,F,39,1,2,Cat3_4,3,Text,1,Neg,2
4193,U0114,F,39,1,2,Cat3_5,3,Text,1,Neg,2
4313,U0114,F,39,1,2,Cat3_6,3,Image,1,Neg,2
4433,U0114,F,39,1,2,Cat3_7,3,Image,1,Neg,2
4553,U0114,F,39,1,2,Cat3_8,3,Image,1,Neg,2
4673,U0114,F,39,1,2,Cat3_9,3,Image,1,Neg,2
4793,U0114,F,39,1,2,Cat3_10,3,Image,1,Neg,2
4913,U0114,F,39,1,2,Cat3_11,3,Rich Media,1,Neg,2
5033,U0114,F,39,1,2,Cat3_12,3,Rich Media,1,Neg,2
5153,U0114,F,39,1,2,Cat3_13,3,Rich Media,1,Neg,2
5273,U0114,F,39,1,2,Cat3_14,3,Rich Media,5,Pos,2
5393,U0114,F,39,1,2,Cat3_15,3,Rich Media,1,Neg,2
5513,U0114,F,39,1,2,Cat4_1,4,Text,1,Neg,2
5633,U0114,F,39,1,2,Cat4_2,4,Text,3,Neg,2
5753,U0114,F,39,1,2,Cat4_3,4,Text,4,Pos,2
5873,U0114,F,39,1,2,Cat4_4,4,Text,3,Neg,2
5993,U0114,F,39,1,2,Cat4_5,4,Text,2,Neg,2
6113,U0114,F,39,1,2,Cat4_6,4,Image,1,Neg,2
6233,U0114,F,39,1,2,Cat4_7,4,Image,3,Neg,2
6353,U0114,F,39,1,2,Cat4_8,4,Image,1,Neg,2
6473,U0114,F,39,1,2,Cat4_9,4,Image,3,Neg,2
6593,U0114,F,39,1,2,Cat4_10,4,Image,3,Neg,2
6713,U0114,F,39,1,2,Cat4_11,4,Rich Media,2,Neg,2
6833,U0114,F,39,1,2,Cat4_12,4,Rich Media,3,Neg,2
6953,U0114,F,39,1,2,Cat4_13,4,Rich Media,3,Neg,2
7073,U0114,F,39,1,2,Cat4_14,4,Rich Media,2,Neg,2
7193,U0114,F,39,1,2,Cat4_15,4,Rich Media,4,Pos,2
7313,U0114,F,39,1,2,Cat5_1,5,Text,2,Neg,2
7433,U0114,F,39,1,2,Cat5_2,5,Text,1,Neg,2
7553,U0114,F,39,1,2,Cat5_3,5,Text,5,Pos,2
7673,U0114,F,39,1,2,Cat5_4,5,Text,2,Neg,2
7793,U0114,F,39,1,2,Cat5_5,5,Text,3,Neg,2
7913,U0114,F,39,1,2,Cat5_6,5,Image,1,Neg,2
8033,U0114,F,39,1,2,Cat5_7,5,Image,4,Pos,2
8153,U0114,F,39,1,2,Cat5_8,5,Image,1,Neg,2
8273,U0114,F,39,1,2,Cat5_9,5,Image,1,Neg,2
8393,U0114,F,39,1,2,Cat5_10,5,Image,3,Neg,2
8513,U0114,F,39,1,2,Cat5_11,5,Rich Media,4,Pos,2
8633,U0114,F,39,1,2,Cat5_12,5,Rich Media,4,Pos,2
8753,U0114,F,39,1,2,Cat5_13,5,Rich Media,1,Neg,2
8873,U0114,F,39,1,2,Cat5_14,5,Rich Media,3,Neg,2
8993,U0114,F,39,1,2,Cat5_15,5,Rich Media,3,Neg,2
9113,U0114,F,39,1,2,Cat6_1,6,Text,3,Neg,2
9233,U0114,F,39,1,2,Cat6_2,6,Text,3,Neg,2
9353,U0114,F,39,1,2,Cat6_3,6,Text,3,Neg,2
9473,U0114,F,39,1,2,Cat6_4,6,Text,2,Neg,2
9593,U0114,F,39,1,2,Cat6_5,6,Text,1,Neg,2
9713,U0114,F,39,1,2,Cat6_6,6,Image,1,Neg,2
9833,U0114,F,39,1,2,Cat6_7,6,Image,3,Neg,2
9953,U0114,F,39,1,2,Cat6_8,6,Image,3,Neg,2
10073,U0114,F,39,1,2,Cat6_9,6,Image,3,Neg,2
10193,U0114,F,39,1,2,Cat6_10,6,Image,1,Neg,2
10313,U0114,F,39,1,2,Cat6_11,6,Rich Media,3,Neg,2
10433,U0114,F,39,1,2,Cat6_12,6,Rich Media,4,Pos,2
10553,U0114,F,39,1,2,Cat6_13,6,Rich Media,1,Neg,2
10673,U0114,F,39,1,2,Cat6_14,6,Rich Media,2,Neg,2
10793,U0114,F,39,1,2,Cat6_15,6,Rich Media,3,Neg,2
10913,U0114,F,39,1,2,Cat7_1,7,Text,1,Neg,2
11033,U0114,F,39,1,2,Cat7_2,7,Text,4,Pos,2
11153,U0114,F,39,1,2,Cat7_3,7,Text,1,Neg,2
11273,U0114,F,39,1,2,Cat7_4,7,Text,1,Neg,2
11393,U0114,F,39,1,2,Cat7_5,7,Text,1,Neg,2
11513,U0114,F,39,1,2,Cat7_6,7,Image,1,Neg,2
11633,U0114,F,39,1,2,Cat7_7,7,Image,1,Neg,2
11753,U0114,F,39,1,2,Cat7_8,7,Image,1,Neg,2
11873,U0114,F,39,1,2,Cat7_9,7,Image,1,Neg,2
11993,U0114,F,39,1,2,Cat7_10,7,Image,1,Neg,2
12113,U0114,F,39,1,2,Cat7_11,7,Rich Media,1,Neg,2
12233,U0114,F,39,1,2,Cat7_12,7,Rich Media,1,Neg,2
12353,U0114,F,39,1,2,Cat7_13,7,Rich Media,3,Neg,2
12473,U0114,F,39,1,2,Cat7_14,7,Rich Media,1,Neg,2
12593,U0114,F,39,1,2,Cat7_15,7,Rich Media,1,Neg,2
12713,U0114,F,39,1,2,Cat8_1,8,Text,1,Neg,2
12833,U0114,F,39,1,2,Cat8_2,8,Text,1,Neg,2
12953,U0114,F,39,1,2,Cat8_3,8,Text,1,Neg,2
13073,U0114,F,39,1,2,Cat8_4,8,Text,1,Neg,2
13193,U0114,F,39,1,2,Cat8_5,8,Text,1,Neg,2
13313,U0114,F,39,1,2,Cat8_6,8,Image,1,Neg,2
13433,U0114,F,39,1,2,Cat8_7,8,Image,1,Neg,2
13553,U0114,F,39,1,2,Cat8_8,8,Image,1,Neg,2
13673,U0114,F,39,1,2,Cat8_9,8,Image,1,Neg,2
13793,U0114,F,39,1,2,Cat8_10,8,Image,1,Neg,2
13913,U0114,F,39,1,2,Cat8_11,8,Rich Media,1,Neg,2
14033,U0114,F,39,1,2,Cat8_12,8,Rich Media,1,Neg,2
14153,U0114,F,39,1,2,Cat8_13,8,Rich Media,1,Neg,2
14273,U0114,F,39,1,2,Cat8_14,8,Rich Media,1,Neg,2
14393,U0114,F,39,1,2,Cat8_15,8,Rich Media,1,Neg,2
14513,U0114,F,39,1,2,Cat9_1,9,Text,2,Neg,2
14633,U0114,F,39,1,2,Cat9_2,9,Text,1,Neg,2
14753,U0114,F,39,1,2,Cat9_3,9,Text,2,Neg,2
14873,U0114,F,39,1,2,Cat9_4,9,Text,1,Neg,2
14993,U0114,F,39,1,2,Cat9_5,9,Text,2,Neg,2
15113,U0114,F,39,1,2,Cat9_6,9,Image,2,Neg,2
15233,U0114,F,39,1,2,Cat9_7,9,Image,1,Neg,2
15353,U0114,F,39,1,2,Cat9_8,9,Image,3,Neg,2
15473,U0114,F,39,1,2,Cat9_9,9,Image,1,Neg,2
15593,U0114,F,39,1,2,Cat9_10,9,Image,1,Neg,2
15713,U0114,F,39,1,2,Cat9_11,9,Rich Media,3,Neg,2
15833,U0114,F,39,1,2,Cat9_12,9,Rich Media,2,Neg,2
15953,U0114,F,39,1,2,Cat9_13,9,Rich Media,1,Neg,2
16073,U0114,F,39,1,2,Cat9_14,9,Rich Media,1,Neg,2
16193,U0114,F,39,1,2,Cat9_15,9,Rich Media,2,Neg,2
16313,U0114,F,39,1,2,Cat10_1,10,Text,5,Pos,2
16433,U0114,F,39,1,2,Cat10_2,10,Text,3,Neg,2
16553,U0114,F,39,1,2,Cat10_3,10,Text,3,Neg,2
16673,U0114,F,39,1,2,Cat10_4,10,Text,3,Neg,2
16793,U0114,F,39,1,2,Cat10_5,10,Text,2,Neg,2
16913,U0114,F,39,1,2,Cat10_6,10,Image,4,Pos,2
17033,U0114,F,39,1,2,Cat10_7,10,Image,3,Neg,2
17153,U0114,F,39,1,2,Cat10_8,10,Image,4,Pos,2
17273,U0114,F,39,1,2,Cat10_9,10,Image,3,Neg,2
17393,U0114,F,39,1,2,Cat10_10,10,Image,5,Pos,2
17513,U0114,F,39,1,2,Cat10_11,10,Rich Media,4,Pos,2
17633,U0114,F,39,1,2,Cat10_12,10,Rich Media,4,Pos,2
17753,U0114,F,39,1,2,Cat10_13,10,Rich Media,1,Neg,2
17873,U0114,F,39,1,2,Cat10_14,10,Rich Media,1,Neg,2
17993,U0114,F,39,1,2,Cat10_15,10,Rich Media,1,Neg,2
18113,U0114,F,39,1,2,Cat11_1,11,Text,1,Neg,2
18233,U0114,F,39,1,2,Cat11_2,11,Text,1,Neg,2
18353,U0114,F,39,1,2,Cat11_3,11,Text,2,Neg,2
18473,U0114,F,39,1,2,Cat11_4,11,Text,2,Neg,2
18593,U0114,F,39,1,2,Cat11_5,11,Text,1,Neg,2
18713,U0114,F,39,1,2,Cat11_6,11,Image,4,Pos,2
18833,U0114,F,39,1,2,Cat11_7,11,Image,1,Neg,2
18953,U0114,F,39,1,2,Cat11_8,11,Image,3,Neg,2
19073,U0114,F,39,1,2,Cat11_9,11,Image,2,Neg,2
19193,U0114,F,39,1,2,Cat11_10,11,Image,1,Neg,2
19313,U0114,F,39,1,2,Cat11_11,11,Rich Media,1,Neg,2
19433,U0114,F,39,1,2,Cat11_12,11,Rich Media,4,Pos,2
19553,U0114,F,39,1,2,Cat11_13,11,Rich Media,2,Neg,2
19673,U0114,F,39,1,2,Cat11_14,11,Rich Media,2,Neg,2
19793,U0114,F,39,1,2,Cat11_15,11,Rich Media,1,Neg,2
19913,U0114,F,39,1,2,Cat12_1,12,Text,2,Neg,2
20033,U0114,F,39,1,2,Cat12_2,12,Text,2,Neg,2
20153,U0114,F,39,1,2,Cat12_3,12,Text,4,Pos,2
20273,U0114,F,39,1,2,Cat12_4,12,Text,3,Neg,2
20393,U0114,F,39,1,2,Cat12_5,12,Text,2,Neg,2
20513,U0114,F,39,1,2,Cat12_6,12,Image,2,Neg,2
20633,U0114,F,39,1,2,Cat12_7,12,Image,1,Neg,2
20753,U0114,F,39,1,2,Cat12_8,12,Image,2,Neg,2
20873,U0114,F,39,1,2,Cat12_9,12,Image,1,Neg,2
20993,U0114,F,39,1,2,Cat12_10,12,Image,2,Neg,2
21113,U0114,F,39,1,2,Cat12_11,12,Rich Media,2,Neg,2
21233,U0114,F,39,1,2,Cat12_12,12,Rich Media,2,Neg,2
21353,U0114,F,39,1,2,Cat12_13,12,Rich Media,1,Neg,2
21473,U0114,F,39,1,2,Cat12_14,12,Rich Media,2,Neg,2
21593,U0114,F,39,1,2,Cat12_15,12,Rich Media,1,Neg,2
21713,U0114,F,39,1,2,Cat13_1,13,Text,1,Neg,2
21833,U0114,F,39,1,2,Cat13_2,13,Text,3,Neg,2
21953,U0114,F,39,1,2,Cat13_3,13,Text,3,Neg,2
22073,U0114,F,39,1,2,Cat13_4,13,Text,4,Pos,2
22193,U0114,F,39,1,2,Cat13_5,13,Text,1,Neg,2
22313,U0114,F,39,1,2,Cat13_6,13,Image,1,Neg,2
22433,U0114,F,39,1,2,Cat13_7,13,Image,1,Neg,2
22553,U0114,F,39,1,2,Cat13_8,13,Image,1,Neg,2
22673,U0114,F,39,1,2,Cat13_9,13,Image,2,Neg,2
22793,U0114,F,39,1,2,Cat13_10,13,Image,1,Neg,2
22913,U0114,F,39,1,2,Cat13_11,13,Rich Media,3,Neg,2
23033,U0114,F,39,1,2,Cat13_12,13,Rich Media,1,Neg,2
23153,U0114,F,39,1,2,Cat13_13,13,Rich Media,2,Neg,2
23273,U0114,F,39,1,2,Cat13_14,13,Rich Media,1,Neg,2
23393,U0114,F,39,1,2,Cat13_15,13,Rich Media,1,Neg,2
23513,U0114,F,39,1,2,Cat14_1,14,Text,1,Neg,2
23633,U0114,F,39,1,2,Cat14_2,14,Text,1,Neg,2
23753,U0114,F,39,1,2,Cat14_3,14,Text,1,Neg,2
23873,U0114,F,39,1,2,Cat14_4,14,Text,2,Neg,2
23993,U0114,F,39,1,2,Cat14_5,14,Text,3,Neg,2
24113,U0114,F,39,1,2,Cat14_6,14,Image,1,Neg,2
24233,U0114,F,39,1,2,Cat14_7,14,Image,3,Neg,2
24353,U0114,F,39,1,2,Cat14_8,14,Image,1,Neg,2
24473,U0114,F,39,1,2,Cat14_9,14,Image,2,Neg,2
24593,U0114,F,39,1,2,Cat14_10,14,Image,1,Neg,2
24713,U0114,F,39,1,2,Cat14_11,14,Rich Media,1,Neg,2
24833,U0114,F,39,1,2,Cat14_12,14,Rich Media,1,Neg,2
24953,U0114,F,39,1,2,Cat14_13,14,Rich Media,2,Neg,2
25073,U0114,F,39,1,2,Cat14_14,14,Rich Media,1,Neg,2
25193,U0114,F,39,1,2,Cat14_15,14,Rich Media,3,Neg,2
25313,U0114,F,39,1,2,Cat15_1,15,Text,2,Neg,2
25433,U0114,F,39,1,2,Cat15_2,15,Text,4,Pos,2
25553,U0114,F,39,1,2,Cat15_3,15,Text,1,Neg,2
25673,U0114,F,39,1,2,Cat15_4,15,Text,1,Neg,2
25793,U0114,F,39,1,2,Cat15_5,15,Text,3,Neg,2
25913,U0114,F,39,1,2,Cat15_6,15,Image,1,Neg,2
26033,U0114,F,39,1,2,Cat15_7,15,Image,1,Neg,2
26153,U0114,F,39,1,2,Cat15_8,15,Image,1,Neg,2
26273,U0114,F,39,1,2,Cat15_9,15,Image,1,Neg,2
26393,U0114,F,39,1,2,Cat15_10,15,Image,3,Neg,2
26513,U0114,F,39,1,2,Cat15_11,15,Rich Media,1,Neg,2
26633,U0114,F,39,1,2,Cat15_12,15,Rich Media,1,Neg,2
26753,U0114,F,39,1,2,Cat15_13,15,Rich Media,2,Neg,2
26873,U0114,F,39,1,2,Cat15_14,15,Rich Media,1,Neg,2
26993,U0114,F,39,1,2,Cat15_15,15,Rich Media,4,Pos,2
27113,U0114,F,39,1,2,Cat16_1,16,Text,3,Neg,2
27233,U0114,F,39,1,2,Cat16_2,16,Text,1,Neg,2
27353,U0114,F,39,1,2,Cat16_3,16,Text,3,Neg,2
27473,U0114,F,39,1,2,Cat16_4,16,Text,1,Neg,2
27593,U0114,F,39,1,2,Cat16_5,16,Text,1,Neg,2
27713,U0114,F,39,1,2,Cat16_6,16,Image,1,Neg,2
27833,U0114,F,39,1,2,Cat16_7,16,Image,1,Neg,2
27953,U0114,F,39,1,2,Cat16_8,16,Image,1,Neg,2
28073,U0114,F,39,1,2,Cat16_9,16,Image,1,Neg,2
28193,U0114,F,39,1,2,Cat16_10,16,Image,1,Neg,2
28313,U0114,F,39,1,2,Cat16_11,16,Rich Media,1,Neg,2
28433,U0114,F,39,1,2,Cat16_12,16,Rich Media,1,Neg,2
28553,U0114,F,39,1,2,Cat16_13,16,Rich Media,1,Neg,2
28673,U0114,F,39,1,2,Cat16_14,16,Rich Media,3,Neg,2
28793,U0114,F,39,1,2,Cat16_15,16,Rich Media,3,Neg,2
28913,U0114,F,39,1,2,Cat17_1,17,Text,2,Neg,2
29033,U0114,F,39,1,2,Cat17_2,17,Text,2,Neg,2
29153,U0114,F,39,1,2,Cat17_3,17,Text,4,Pos,2
29273,U0114,F,39,1,2,Cat17_4,17,Text,2,Neg,2
29393,U0114,F,39,1,2,Cat17_5,17,Text,1,Neg,2
29513,U0114,F,39,1,2,Cat17_6,17,Image,4,Pos,2
29633,U0114,F,39,1,2,Cat17_7,17,Image,1,Neg,2
29753,U0114,F,39,1,2,Cat17_8,17,Image,1,Neg,2
29873,U0114,F,39,1,2,Cat17_9,17,Image,1,Neg,2
29993,U0114,F,39,1,2,Cat17_10,17,Image,1,Neg,2
30113,U0114,F,39,1,2,Cat17_11,17,Rich Media,1,Neg,2
30233,U0114,F,39,1,2,Cat17_12,17,Rich Media,1,Neg,2
30353,U0114,F,39,1,2,Cat17_13,17,Rich Media,1,Neg,2
30473,U0114,F,39,1,2,Cat17_14,17,Rich Media,1,Neg,2
30593,U0114,F,39,1,2,Cat17_15,17,Rich Media,3,Neg,2
30713,U0114,F,39,1,2,Cat18_1,18,Text,3,Neg,2
30833,U0114,F,39,1,2,Cat18_2,18,Text,3,Neg,2
30953,U0114,F,39,1,2,Cat18_3,18,Text,1,Neg,2
31073,U0114,F,39,1,2,Cat18_4,18,Text,1,Neg,2
31193,U0114,F,39,1,2,Cat18_5,18,Text,1,Neg,2
31313,U0114,F,39,1,2,Cat18_6,18,Image,3,Neg,2
31433,U0114,F,39,1,2,Cat18_7,18,Image,1,Neg,2
31553,U0114,F,39,1,2,Cat18_8,18,Image,3,Neg,2
31673,U0114,F,39,1,2,Cat18_9,18,Image,1,Neg,2
31793,U0114,F,39,1,2,Cat18_10,18,Image,2,Neg,2
31913,U0114,F,39,1,2,Cat18_11,18,Rich Media,3,Neg,2
32033,U0114,F,39,1,2,Cat18_12,18,Rich Media,1,Neg,2
32153,U0114,F,39,1,2,Cat18_13,18,Rich Media,3,Neg,2
32273,U0114,F,39,1,2,Cat18_14,18,Rich Media,1,Neg,2
32393,U0114,F,39,1,2,Cat18_15,18,Rich Media,4,Pos,2
32513,U0114,F,39,1,2,Cat19_1,19,Text,4,Pos,2
32633,U0114,F,39,1,2,Cat19_2,19,Text,4,Pos,2
32753,U0114,F,39,1,2,Cat19_3,19,Text,4,Pos,2
32873,U0114,F,39,1,2,Cat19_4,19,Text,1,Neg,2
32993,U0114,F,39,1,2,Cat19_5,19,Text,3,Neg,2
33113,U0114,F,39,1,2,Cat19_6,19,Image,1,Neg,2
33233,U0114,F,39,1,2,Cat19_7,19,Image,1,Neg,2
33353,U0114,F,39,1,2,Cat19_8,19,Image,1,Neg,2
33473,U0114,F,39,1,2,Cat19_9,19,Image,1,Neg,2
33593,U0114,F,39,1,2,Cat19_10,19,Image,3,Neg,2
33713,U0114,F,39,1,2,Cat19_11,19,Rich Media,3,Neg,2
33833,U0114,F,39,1,2,Cat19_12,19,Rich Media,3,Neg,2
33953,U0114,F,39,1,2,Cat19_13,19,Rich Media,4,Pos,2
34073,U0114,F,39,1,2,Cat19_14,19,Rich Media,1,Neg,2
34193,U0114,F,39,1,2,Cat19_15,19,Rich Media,1,Neg,2
34313,U0114,F,39,1,2,Cat20_1,20,Text,3,Neg,2
34433,U0114,F,39,1,2,Cat20_2,20,Text,3,Neg,2
34553,U0114,F,39,1,2,Cat20_3,20,Text,1,Neg,2
34673,U0114,F,39,1,2,Cat20_4,20,Text,1,Neg,2
34793,U0114,F,39,1,2,Cat20_5,20,Text,3,Neg,2
34913,U0114,F,39,1,2,Cat20_6,20,Image,3,Neg,2
35033,U0114,F,39,1,2,Cat20_7,20,Image,3,Neg,2
35153,U0114,F,39,1,2,Cat20_8,20,Image,2,Neg,2
35273,U0114,F,39,1,2,Cat20_9,20,Image,3,Neg,2
35393,U0114,F,39,1,2,Cat20_10,20,Image,3,Neg,2
35513,U0114,F,39,1,2,Cat20_11,20,Rich Media,3,Neg,2
35633,U0114,F,39,1,2,Cat20_12,20,Rich Media,3,Neg,2
35753,U0114,F,39,1,2,Cat20_13,20,Rich Media,3,Neg,2
35873,U0114,F,39,1,2,Cat20_14,20,Rich Media,3,Neg,2
35993,U0114,F,39,1,2,Cat20_15,20,Rich Media,1,Neg,2
114,U0115,F,21,0,5,Cat1_1,1,Text,1,Neg,5
234,U0115,F,21,0,5,Cat1_2,1,Text,3,Neg,5
354,U0115,F,21,0,5,Cat1_3,1,Text,3,Neg,5
474,U0115,F,21,0,5,Cat1_4,1,Text,1,Neg,5
594,U0115,F,21,0,5,Cat1_5,1,Text,3,Neg,5
714,U0115,F,21,0,5,Cat1_6,1,Image,5,Pos,5
834,U0115,F,21,0,5,Cat1_7,1,Image,1,Neg,5
954,U0115,F,21,0,5,Cat1_8,1,Image,4,Pos,5
1074,U0115,F,21,0,5,Cat1_9,1,Image,1,Neg,5
1194,U0115,F,21,0,5,Cat1_10,1,Image,1,Neg,5
1314,U0115,F,21,0,5,Cat1_11,1,Rich Media,3,Neg,5
1434,U0115,F,21,0,5,Cat1_12,1,Rich Media,2,Neg,5
1554,U0115,F,21,0,5,Cat1_13,1,Rich Media,1,Neg,5
1674,U0115,F,21,0,5,Cat1_14,1,Rich Media,1,Neg,5
1794,U0115,F,21,0,5,Cat1_15,1,Rich Media,4,Pos,5
1914,U0115,F,21,0,5,Cat2_1,2,Text,1,Neg,5
2034,U0115,F,21,0,5,Cat2_2,2,Text,1,Neg,5
2154,U0115,F,21,0,5,Cat2_3,2,Text,1,Neg,5
2274,U0115,F,21,0,5,Cat2_4,2,Text,1,Neg,5
2394,U0115,F,21,0,5,Cat2_5,2,Text,1,Neg,5
2514,U0115,F,21,0,5,Cat2_6,2,Image,1,Neg,5
2634,U0115,F,21,0,5,Cat2_7,2,Image,1,Neg,5
2754,U0115,F,21,0,5,Cat2_8,2,Image,1,Neg,5
2874,U0115,F,21,0,5,Cat2_9,2,Image,1,Neg,5
2994,U0115,F,21,0,5,Cat2_10,2,Image,1,Neg,5
3114,U0115,F,21,0,5,Cat2_11,2,Rich Media,2,Neg,5
3234,U0115,F,21,0,5,Cat2_12,2,Rich Media,2,Neg,5
3354,U0115,F,21,0,5,Cat2_13,2,Rich Media,2,Neg,5
3474,U0115,F,21,0,5,Cat2_14,2,Rich Media,2,Neg,5
3594,U0115,F,21,0,5,Cat2_15,2,Rich Media,2,Neg,5
3714,U0115,F,21,0,5,Cat3_1,3,Text,1,Neg,5
3834,U0115,F,21,0,5,Cat3_2,3,Text,1,Neg,5
3954,U0115,F,21,0,5,Cat3_3,3,Text,1,Neg,5
4074,U0115,F,21,0,5,Cat3_4,3,Text,1,Neg,5
4194,U0115,F,21,0,5,Cat3_5,3,Text,1,Neg,5
4314,U0115,F,21,0,5,Cat3_6,3,Image,1,Neg,5
4434,U0115,F,21,0,5,Cat3_7,3,Image,1,Neg,5
4554,U0115,F,21,0,5,Cat3_8,3,Image,3,Neg,5
4674,U0115,F,21,0,5,Cat3_9,3,Image,1,Neg,5
4794,U0115,F,21,0,5,Cat3_10,3,Image,1,Neg,5
